property_name,sale_price,prop_location,prop_area,prop_bathrooms,number_of_rooms
residential land in South maweleh near sahwa park and city centre,"OMR 100,000","Al Mawaleh, Muscat•",680 SQM,not mentioned,not mentioned
"أرض كورنر للبيع مفتوحة من ثلاث جهات، الحزم/الرستاق، مطلوب 13,800 ريال","OMR 13,800","Al Rustaq, Al Batinah•",737 SQM,not mentioned,not mentioned
ارض في العامرات بعي,"OMR 6,000","Al Amarat, Muscat•",812 SQM,not mentioned,not mentioned
20 fit or 40 fit container,OMR 900,"Muscat - Other, Muscat•",12 SQM,not mentioned,not mentioned
سكنية بموقع مميز بالبطحاء ٣,"OMR 20,000","Suwaiq, Al Batinah•",644 SQM,not mentioned,not mentioned
بيع ارض في سور ال حديد,"OMR 44,000","Al Seeb, Muscat•",505 SQM,not mentioned,not mentioned
ارض سكنيه في ولاية إبراء,"OMR 6,000","Ibra, Al Sharqiya•",600 SQM,not mentioned,not mentioned
أرض سكنية للبيع طيمساء 1 مفتوحة من ثلاث جهات - زاوية، 732م2,"OMR 11,000","Nizwa, Al Dakhiliya•",732 SQM,not mentioned,not mentioned
DIRECT from OWNER Residential-Commercial سكني تجاري building  for sale,"OMR 310,000","Ruwi, Muscat•",412 SQM,not mentioned,not mentioned
سكنيات الطيب سوبر كونر ع شارعين وسكة,"OMR 5,200","Ibri, Al Dhahirah•","1,200 SQM",not mentioned,not mentioned
ولاية بدبد سيح الأحمر,"OMR 160,000","Bidbid, Al Dakhiliya•",618 SQM,9,5
فيلا للبيع في الحيل الشماليه,"OMR 88,500","Al Seeb, Muscat•",287 SQM,4,4
شقه للبيع سوق الخوض التجاري,"OMR 38,000","Al Khoud, Muscat•",89 SQM,2,2
منزل للبيع,"OMR 53,000","Ibri, Al Dhahirah•",300 SQM,5,3
National portacabin,"OMR 1,000","Al Rusayl, Muscat•",20 SQM,not mentioned,not mentioned
ولاية شناص، العقر,"OMR 9,000","Shinas, Al Batinah•",778 SQM,not mentioned,not mentioned
للبيع منزل شعبي في السيب منطقه الشرادي مؤجر ب100 ريال قابل للزياده,"OMR 28,000","Al Seeb, Muscat•",122 SQM,3,4
سكني مرباط مربع . و. مفتوحة من ثلاثة اتجاهات,"OMR 10,000","Mirbat, Dhofar•",799 SQM,not mentioned,not mentioned
ارض الخابورة الفصف,"OMR 2,700","Al Khaboura, Al Batinah•",600 SQM,not mentioned,not mentioned
فيلا للبيع منطقة فلج الشام الثانية,"OMR 1,700","Bosher, Muscat•",490 SQM,7,7
أرض سكني  تجاري في الخوير المرحلة 3,"OMR 400,000","Al Khuwair, Muscat•",800 SQM,not mentioned,not mentioned
أرض سكنية في الفليج القديمة,"OMR 22,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
ارضين للبيع بركاء الهرم مساحة ١٣٧٧ من المالك,"OMR 40,000","Barka, Al Batinah•","1,377 SQM",not mentioned,not mentioned
السويق منطقة بدي العمود خدمات متكامله والارض مسورة,"OMR 8,800","Suwaiq, Al Batinah•",603 SQM,not mentioned,not mentioned
فيلا للبيع في منطقة البديعه الجديده مطلوب 27 الف ريال,"OMR 27,000","Al Masn'a, Al Batinah•",195 SQM,4,4
coffee shof for sale,"OMR 3,500","Barka, Al Batinah•",50 SQM,not mentioned,not mentioned
Twin Villa For Sale,"OMR 79,000","Al Amarat, Muscat•",350 SQM,6,5
salon for sale ( whatsapp me ) for more details,"OMR 7,500","Al Khoud, Muscat•",123 SQM,not mentioned,not mentioned
Luxury Villa for sale in Al Mouj,"OMR 666,000","The Wave (Almouj), Muscat•",524 SQM,7,7
فيلا للبيع,"OMR 130,000","Al Seeb, Muscat•",330 SQM,6,3
للبيع محل حلاقه,"OMR 1,000","Manah, Al Dakhiliya•",10 SQM,not mentioned,not mentioned
للبيع اراضي شبك ومتفرقه في ديل ال عبدالسلام,"OMR 22,222","Saham, Al Batinah•",650 SQM,not mentioned,not mentioned
للبيع ارض بطحاء الاشخر,"OMR 13,000","Saham, Al Batinah•",634 SQM,not mentioned,not mentioned
أرض في الموالح الجنوبية للبيع,"OMR 190,000","Al Mawaleh, Muscat•","1,108 SQM",not mentioned,not mentioned
فيلا للبيع بالموالح بسعر مغري من المالك مباشرة,"OMR 190,000","Al Mawaleh, Muscat•","1,108 SQM",7,7
فيلا بالحيل الشماليه تم تخفيض السعر,"OMR 90,000","Al Hail, Muscat•",517 SQM,11,9
ارض للبيع طوي النصف سمائل قريبة وعلى شارع قار,"OMR 13,000","Sumail, Al Dakhiliya•",600 SQM,not mentioned,not mentioned
شقة مؤثثة للبيع . المعبيلة.  قرب جامع الحياة,"OMR 24,000","Al Maabilah, Muscat•",100 SQM,3,2
انا المالك ارض سكنية في مخطط جنوب الشخاخيط,"OMR 30,500","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
للبيع أرض صناعية فى المعبيلة الجنوبية,"OMR 1,010","Al Maabilah, Muscat•","6,000 SQM",not mentioned,not mentioned
Restaurant for Sale in RUWI,"OMR 9,650","Ruwi, Muscat•",125 SQM,not mentioned,not mentioned
منزل الخط الاول مدينه السلطان قابوس,"OMR 750,000","Madinat As Sultan Qaboos, Muscat•","1,800 SQM",6,6
ارض صناعية للبيع/البريمي,"OMR 18,000","Al Buraimi, Al Buraimi•","1,283 SQM",not mentioned,not mentioned
بركاء الفليج,"OMR 16,000","Barka, Al Batinah•",630 SQM,not mentioned,not mentioned
أرض زراعية فى السويق خظراء بورشيد,"OMR 42,000","Suwaiq, Al Batinah•","3,747 SQM",not mentioned,not mentioned
ارض سكنيه في العوابي بوشر,"OMR 75,000","Bosher, Muscat•",600 SQM,not mentioned,not mentioned
أرض الحشيه الثانية للبيع,"OMR 5,500","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
مسقط الراوية بعد مركز صحي مسقط على شارع مباشر,"OMR 110,000","Muscat - Other, Muscat•",272 SQM,5,8
barber shop for sale حلاق رجالي للبيع,"OMR 2,000","Sohar, Al Batinah•",46 SQM,not mentioned,not mentioned
أرض في المعبيله الجنوبيه سكني للبيع,"OMR 65,000","Al Seeb, Muscat•",827 SQM,not mentioned,not mentioned
ارض سكنية بطحاء هلال,"OMR 26,000","Suwaiq, Al Batinah•","1,469 SQM",not mentioned,not mentioned
ارض زراعيه رقم 8,"OMR 26,000","Suwaiq, Al Batinah•","2,270 SQM",not mentioned,not mentioned
بركاء,"OMR 29,000","Barka, Al Batinah•",110 SQM,2,3
أرض سكنية ومزرعه للبيع,"OMR 70,000","Bidbid, Al Dakhiliya•","2,000 SQM",not mentioned,not mentioned
مباشرة من المالك للبيع ارض سكنية وتجارية في المعبيلة الجنوبية  2/5,"OMR 105,000","Al Maabilah, Muscat•",400 SQM,not mentioned,not mentioned
لوى  مدينة  الطيب,"OMR 13,000","Liwa, Al Batinah•",521 SQM,not mentioned,not mentioned
بيع ارض ف  ف قلب السنيه متوفر جميع الخدمات,"OMR 5,000","Al Sinainah, Al Buraimi•",969 SQM,not mentioned,not mentioned
منزل للبيع,"OMR 60,000","Saham, Al Batinah•","3,074 SQM",4,3
land for sale,"OMR 535,000","Madinat As Sultan Qaboos, Muscat•","1,765 SQM",not mentioned,not mentioned
أرض سكنية،سوق روي، الحمرية,"OMR 19,000","Ruwi, Muscat•",147 SQM,not mentioned,not mentioned
صلالة شقة  للبيع بموقع ممتاز,"OMR 22,500","Salalah, Dhofar•",75 SQM,2,2
المعيمير 4 قريبة من الشارع ف بداية المخطط,"OMR 16,200","Nizwa, Al Dakhiliya•",611 SQM,not mentioned,not mentioned
منزل طابقين للبيع في مصنعه,"OMR 43,000","Al Masn'a, Al Batinah•",240 SQM,5,5
أرض سكنية بالعقدة جنوب المرحلة الثانية الفيضة,"OMR 7,700","Al Buraimi, Al Buraimi•",631 SQM,not mentioned,not mentioned
للبيع منزل سكني في الخوض – موقع مميز,"OMR 73,000","Al Khoud, Muscat•",450 SQM,8,6
فرصه للمستثمرين أرض في مرتفعات غلا,OMR 950,"Azaiba, Muscat•","20,544 SQM",not mentioned,not mentioned
"new privat ville in Jebel Sifah Resort for sale, 3 Rooms. covered pool","OMR 195,000","Al Sifah, Muscat•",820 SQM,4,3
Grocery - Distinguished business leadership,"OMR 1,800","Al Amarat, Muscat•",55 SQM,not mentioned,not mentioned
فيلا مستقلة في الحيل الجنوبية بالقرب من شارع البركات,"OMR 175,000","Al Hail, Muscat•",600 SQM,9,9
سكنيـــة كورنــــر الأشخـــــــرة,"OMR 7,500","Ja'alan Bani Bu Ali, Al Sharqiya•",662 SQM,not mentioned,not mentioned
فلة للبيع,"OMR 100,000","Al Maabilah, Muscat•",420 SQM,8,5
بيع مزرعه في المضيبي بقريه لزق,"OMR 14,500","Al Mudaibi, Al Sharqiya•","1,780 SQM",not mentioned,not mentioned
شقه للبيع,"OMR 40,000","Al Khoud, Muscat•",101.502 SQM,2,3
فلتين للبيع قريب الشارع العام  بركاء الهرم شمال,"OMR 52,000","Barka, Al Batinah•",254 SQM,5,4
سكني تجاري في ضباب,"OMR 430,000","Qurayyat, Muscat•","8,000 SQM",not mentioned,not mentioned
محل تجاري للبيع,"OMR 23,000","Al Maabilah, Muscat•",50 SQM,not mentioned,not mentioned
للبيع شقة في صلالة,"OMR 11,700","Salalah, Dhofar•",39.5 SQM,1,1
Ladies Gym for Sale,"OMR 25,000","Sohar, Al Batinah•",325 SQM,not mentioned,not mentioned
شقه للبيع بالقرب من الجامع الأمين,"OMR 47,000","Bosher, Muscat•",90 SQM,3,3
ارض ف صناعية بركا,OMR 100,"Barka, Al Batinah•","1,000 SQM",not mentioned,not mentioned
شقة للبيع في صلاله عوقد بسعر مغري,"OMR 25,000","Salalah, Dhofar•",150 SQM,2,2
شقه سكني تجاري للبيع,"OMR 31,599","Ansab, Muscat•",91 SQM,2,3
شقه ممتازه في الموالح الجنوبيه خلف مزن مول,"OMR 35,000","Al Mawaleh, Muscat•",80 SQM,2,1
مرتفعات الخابوره,"OMR 7,000","Al Khaboura, Al Batinah•",651 SQM,not mentioned,not mentioned
ارض زراعية,"OMR 48,000","Al Khaboura, Al Batinah•","4,000 SQM",not mentioned,not mentioned
للبيع فيلا سكنية راقية مفروشة بالكامل – العذيبة، مسقط,"OMR 122,000","Azaiba, Muscat•",350 SQM,8,5
فرصة ذهبية في قلب مسقط Golden Investment in Heart of Muscat,"OMR 75,000","Muscat Hills, Muscat•",49 SQM,not mentioned,not mentioned
نزوى حي التراث,"OMR 15,000","Nizwa, Al Dakhiliya•",600 SQM,not mentioned,not mentioned
Land for sale in Al Dahs,"OMR 10,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
ارض كورنر العوابي بوشر,"OMR 65,000","Bosher, Muscat•",600 SQM,not mentioned,not mentioned
الدهس الجديدة بركاء,"OMR 14,500","Barka, Al Batinah•",611 SQM,not mentioned,not mentioned
مطلوب ارض,"OMR 90,000","Al Mawaleh, Muscat•",600 SQM,not mentioned,not mentioned
ارض في شاطئ السيب,"OMR 90,000","Al Seeb, Muscat•",600 SQM,not mentioned,not mentioned
ارض تجاري كورنر 1000 متر,"OMR 50,000","Sohar, Al Batinah•","1,000 SQM",not mentioned,not mentioned
٣ أراضي شبك بلوى الفليج خط أول .,"OMR 24,000","Liwa, Al Batinah•","1,800 SQM",not mentioned,not mentioned
ولاية لوى حلة الشيخ,"OMR 50,000","Liwa, Al Batinah•","9,343 SQM",not mentioned,not mentioned
فرصة خلف الجامعة الألمانية,"OMR 33,900","Al Maabilah, Muscat•",600 SQM,not mentioned,not mentioned
بيت للبيع في منطقة بوشر الشعبية مساحة الأرض ٤٣٩,"OMR 95,000","Bosher, Muscat•",439 SQM,not mentioned,not mentioned
للبيع منزل عائليه ثلاث طوابق في القرم,"OMR 80,000","Qurum, Muscat•",206 SQM,7,7
ارض للبيع في المصنعه قريحات من المالك مباشره,"OMR 11,900","Al Masn'a, Al Batinah•",717 SQM,not mentioned,not mentioned
Land for sale أرض للبيع,"OMR 50,000","Al Amarat, Muscat•",625 SQM,not mentioned,not mentioned
فلل للبيع,"OMR 90,000","Al Maabilah, Muscat•",382 SQM,8,7
بيع منزل,"OMR 78,000","Barka, Al Batinah•",350 SQM,8,8
أرض للبيع,"OMR 33,000","Dima and Al Taaiyin, Al Sharqiya•","2,000 SQM",not mentioned,not mentioned
دماء والطائيين,"OMR 13,000","Dima and Al Taaiyin, Al Sharqiya•",757 SQM,not mentioned,not mentioned
صلاله الوسطئ,"OMR 60,000","Salalah, Dhofar•",334.5 SQM,9,12
cement product,"OMR 1,000","Al Masn'a, Al Batinah•",20 SQM,not mentioned,not mentioned
أرض زراعية في ولاية إبراء قرية اليحمدي,"OMR 12,000","Ibra, Al Sharqiya•","3,058 SQM",not mentioned,not mentioned
ارض سكنية ببركاء حي عاصم,"OMR 19,000","Barka, Al Batinah•",600 SQM,not mentioned,not mentioned
توين فيلا بالمعبيلة الثامنة ، اقراء الوصف,"OMR 71,000","Al Maabilah, Muscat•",300 SQM,7,5
محل اثاث للبيع او للاستثمار او الحلو shop for seal,"OMR 1,000","Al Maabilah, Muscat•",50 SQM,not mentioned,not mentioned
أرض للبيع,"OMR 4,200","Al Amarat, Muscat•",600 SQM,not mentioned,not mentioned
توين فيلا جديدة بتصميم عصري في مرتفعات بوشر,"OMR 188,000","Bosher, Muscat•",420 SQM,9,7
ارض للبيع ف شلاشل,"OMR 4,500","Ibri, Al Dhahirah•",630 SQM,not mentioned,not mentioned
فرصة استثمارية مميزة في قلب السيب - الحيل الشمالية,"OMR 240,000","Al Hail, Muscat•","2,248 SQM",not mentioned,not mentioned
ارض للبيع بسعر مغري جدا,"OMR 2,300","Shinas, Al Batinah•",600 SQM,not mentioned,not mentioned
أرض سكنية للبيع عز ٣,"OMR 6,600","Nizwa, Al Dakhiliya•",662 SQM,not mentioned,not mentioned
ارض للبيع او البدل بدبد / للحن الارض قريب العين وجنبها منازل,"OMR 9,000","Bidbid, Al Dakhiliya•",643 SQM,not mentioned,not mentioned
Turkish setup coffee shop for sale at Alhail,"OMR 4,990","Al Hail, Muscat•",64 SQM,not mentioned,not mentioned
شقق مؤجره البيع ( للاستثمار العقاري),"OMR 21,500","Al Maabilah, Muscat•",61.49 SQM,1,1
سكنية الموالح الجنوبية,"OMR 180,000","Al Mawaleh, Muscat•",900 SQM,not mentioned,not mentioned
منزل للبيع,"OMR 90,000","Al Maabilah, Muscat•",300 SQM,7,4
Jebel Sifah exclusive farm,"OMR 288,750","Al Sifah, Muscat•","1,465 SQM",4,3
Town House,"OMR 75,000","Al Seeb, Muscat•",221 SQM,4,3
سكني تجاري في المسفاة (Al Misfa),"OMR 75,000","Muscat - Other, Muscat•",400 SQM,not mentioned,not mentioned
أرض شبك مميزة للبيع بركا الرميس مطلة على السريع,"OMR 63,000","Barka, Al Batinah•","1,272 SQM",not mentioned,not mentioned
2 BHK apartment seaview & lagoon view – Freehold & Direct from Owner,"OMR 144,000","The Wave (Almouj), Muscat•",125 SQM,2,2
فيلا للبيع بالعامرات 600م,"OMR 70,000","Al Amarat, Muscat•",600 SQM,7,7
بيع ارضين شبك,"OMR 13,000","Nizwa, Al Dakhiliya•","1,248 SQM",not mentioned,not mentioned
Running Cargo Office & Store for sale,"OMR 2,500","Al Wadi Al Kabir, Muscat•",40 SQM,not mentioned,not mentioned
بيع محل تجاري في سعادة,"OMR 8,500","Salalah, Dhofar•",50 SQM,not mentioned,not mentioned
الداخليه نزوى حي السلام,"OMR 18,000","Nizwa, Al Dakhiliya•",750 SQM,not mentioned,not mentioned
أرض تجاريه سكنيه للبيع او الاستثمار مساحة 600  م٢,"OMR 40,000","Nizwa, Al Dakhiliya•",600 SQM,not mentioned,not mentioned
محل للبيع في بوشر,"OMR 116,000","Bosher, Muscat•",116 SQM,not mentioned,not mentioned
السويق,"OMR 4,000","Suwaiq, Al Batinah•",600 SQM,not mentioned,not mentioned
منزل للبيع الصومحان شمال كورنرررر فرصه بسعر جميل,"OMR 55,000","Barka, Al Batinah•",330 SQM,not mentioned,not mentioned
كرفانات للبيع / Caravans for sale,"OMR 1,000","Al Rusayl, Muscat•",40 SQM,not mentioned,not mentioned
بوتيك مستحضرات تجميل وبخور وعطور للبيع,"OMR 6,500","Al Ghubrah, Muscat•",35 SQM,not mentioned,not mentioned
للبيع منزلين او للايجار,"OMR 21,000","Ibri, Al Dhahirah•",675 SQM,5,5
مزل للبيع في المضيبي نزوى,"OMR 36,000","Nizwa, Al Dakhiliya•",217 SQM,4,3
فيلا للبيع,"OMR 135,000","Al Hail, Muscat•",405 SQM,6,5
ارضيين شبك بقرب من مشروع حي الشرق بركاء,"OMR 28,500","Barka, Al Batinah•","1,200 SQM",not mentioned,not mentioned
"ارض للبيع"" الخضراء الجديدة ""","OMR 3,000","Suwaiq, Al Batinah•",600 SQM,not mentioned,not mentioned
